Date,Day of Week,Weather,Breakfast Dish,Breakfast Quantity Made (kg),Breakfast Quantity Consumed (kg),Breakfast Quantity Wasted (kg),Dish1_Name,Dish1_Quantity_Made (kg),Dish1_Quantity_Consumed (kg),Dish1_Quantity_Wasted (kg),Dish2_Name,Dish2_Quantity_Made (kg),Dish2_Quantity_Consumed (kg),Dish2_Quantity_Wasted (kg),Dish3_Name,Dish3_Quantity_Made (kg),Dish3_Quantity_Consumed (kg),Dish3_Quantity_Wasted (kg),Staples1,Staples1_Quantity_Made (kg),Staples1_Quantity_Consumed (kg),Staples1_Quantity_Wasted (kg),Dessert,Expected Diners,Avg Portion (kg),Satisfaction Score,Historical_Trend,Seasonal_Preference,Preferred Dish,Meal Type,Lunch/Dinner Expected Diners,Avg Portion Lunch/Dinner (kg),Quantity Made Lunch/Dinner (kg),Adjusted Quantity Made Lunch/Dinner (kg),Quantity Consumed Lunch/Dinner (kg),Quantity Wasted Lunch/Dinner (kg),Calories (per serving),Nutrient Value (Protein/Fiber),Preference for Dish1,Preference for Dish2,Food Cost (INR),Surplus Redistribution Potential,Notes for the Day,Total Food Waste (kg),Output
2004-02-03,Sunday,Rainy,Idli,18.01,8.68,4.56,Jalebi,20.97,13.65,0.5,Paneer Butter Masala,28.65,16.24,3.83,Rajma,22.66,24.46,0.65,Idli,77.9,85.37,5.83,Naan,376,0.37,3,High,Low,Gulab Jamun,Breakfast,478,0.32,66.82,113.82,103.6,1.6,438,11g/15g,Low,Low,1381,High,Large intake today,21.17,Jalebi: 13.65 kg; Paneer Butter Masala: 16.24 kg; Rajma: 24.46 kg; Idli: 85.37 kg; Naan: 376.00 kg
1995-01-29,Saturday,Rainy,Gulab Jamun,28.3,16.72,3.73,Aloo Gobi,11.29,19.2,3.07,Kheer,23.67,14.03,0.13,Baingan Bharta,11.76,8.03,0.73,Rajma,93.15,69.69,2.6,Idli,176,0.42,4,High,High,Rajma,Lunch,330,0.29,98.26,92.73,124.1,0.08,286,14g/3g,High,High,1765,Low,Less intake today,18.53,Aloo Gobi: 19.20 kg; Kheer: 14.03 kg; Baingan Bharta: 8.03 kg; Rajma: 69.69 kg; Idli: 176.00 kg
2023-11-26,Tuesday,Cloudy,Dosa,18.31,24.04,4.34,Rajma,27.59,21.22,0.52,Aloo Gobi,19.12,18.46,4.9,Pav Bhaji,15.74,9.66,1.88,Paneer Butter Masala,78.28,74.2,4.14,Paneer Butter Masala,108,0.32,3,Low,Low,Rajma,Breakfast,311,0.49,114.59,117.43,48.19,3.49,424,14g/6g,High,Low,1862,Low,Less intake today,12.12,Rajma: 21.22 kg; Aloo Gobi: 18.46 kg; Pav Bhaji: 9.66 kg; Paneer Butter Masala: 74.20 kg; Paneer Butter Masala: 108.00 kg
2000-03-04,Saturday,Cloudy,Dosa,46.75,25.96,2.96,Dosa,14.83,12.49,0.01,Dal Tadka,16.67,17.66,1.29,Paneer Butter Masala,11.38,9.21,0.9,Jalebi,96.82,58.22,7.35,Kheer,139,0.48,5,Medium,Medium,Gulab Jamun,Lunch,468,0.34,101.65,147.33,45.75,7.92,321,10g/15g,Medium,High,2632,High,Less intake today,9.82,Dosa: 12.49 kg; Dal Tadka: 17.66 kg; Paneer Butter Masala: 9.21 kg; Jalebi: 58.22 kg; Kheer: 139.00 kg
1988-01-28,Friday,Rainy,Aloo Gobi,42.77,28.72,1.32,Gulab Jamun,13.32,20.48,0.15,Idli,20.04,14.56,2.64,Dal Tadka,12.98,11.17,2.21,Jalebi,50.16,78.74,6.91,Pav Bhaji,371,0.27,3,Medium,High,Gulab Jamun,Breakfast,360,0.33,144.58,93.83,70.82,1.31,302,15g/10g,High,Low,2708,Low,Perfect meal balance,5.77,Gulab Jamun: 20.48 kg; Idli: 14.56 kg; Dal Tadka: 11.17 kg; Jalebi: 78.74 kg; Pav Bhaji: 371.00 kg
2021-08-22,Sunday,Sunny,Gulab Jamun,22.36,18.45,3.13,Idli,20.87,22.8,3.45,Dosa,21.51,13.33,3.98,Dal Tadka,16.6,13.03,0.97,Chole,75.53,61.11,2.5,Paneer Butter Masala,424,0.25,4,Low,Low,Dal Tadka,Lunch,303,0.24,104.98,74.55,102.78,5.76,148,7g/10g,High,Low,2912,Low,Less intake today,11.95,Idli: 22.80 kg; Dosa: 13.33 kg; Dal Tadka: 13.03 kg; Chole: 61.11 kg; Paneer Butter Masala: 424.00 kg
1978-05-13,Thursday,Sunny,Pav Bhaji,46.92,6.16,1.63,Jalebi,24.28,11.11,4.4,Kheer,21.54,9.54,1.8,Roti,24.14,16.19,0.59,Dosa,70.93,46.1,1.38,Chole,182,0.38,2,Low,Medium,Rajma,Breakfast,492,0.38,144.32,84.62,125.08,1.23,314,8g/5g,Medium,High,1838,High,Perfect meal balance,10.96,Jalebi: 11.11 kg; Kheer: 9.54 kg; Roti: 16.19 kg; Dosa: 46.10 kg; Chole: 182.00 kg
1993-10-31,Saturday,Cloudy,Paneer Butter Masala,21.09,7.52,3.53,Roti,18.54,11.62,1.64,Kheer,12.37,12.45,0.28,Chole,27.7,24.55,3.51,Chole,76.76,77.0,0.02,Kheer,213,0.4,1,Low,High,Aloo Gobi,Breakfast,274,0.28,68.09,117.21,136.37,1.3,130,15g/2g,Medium,Medium,1371,Low,Perfect meal balance,8.26,Roti: 11.62 kg; Kheer: 12.45 kg; Chole: 24.55 kg; Chole: 77.00 kg; Kheer: 213.00 kg
2005-12-03,Saturday,Sunny,Baingan Bharta,40.91,39.06,2.72,Paneer Butter Masala,29.42,21.95,0.35,Kheer,21.63,19.3,3.05,Dosa,23.83,10.99,3.73,Chole,51.09,53.61,5.56,Aloo Gobi,282,0.39,1,Low,Medium,Idli,Lunch,192,0.22,149.61,140.63,76.09,8.47,122,9g/7g,High,Low,1794,Medium,Less intake today,14.7,Paneer Butter Masala: 21.95 kg; Kheer: 19.30 kg; Dosa: 10.99 kg; Chole: 53.61 kg; Aloo Gobi: 282.00 kg
1973-10-24,Tuesday,Cloudy,Baingan Bharta,26.48,6.76,1.99,Jalebi,29.74,12.72,3.94,Dal Tadka,11.59,10.53,4.03,Baingan Bharta,17.37,14.97,1.78,Paneer Butter Masala,53.56,89.28,8.06,Baingan Bharta,213,0.29,1,High,High,Paneer Butter Masala,Breakfast,245,0.42,94.71,110.53,105.29,6.28,222,5g/10g,Medium,Low,2045,Low,Perfect meal balance,23.71,Jalebi: 12.72 kg; Dal Tadka: 10.53 kg; Baingan Bharta: 14.97 kg; Paneer Butter Masala: 89.28 kg; Baingan Bharta: 213.00 kg
1982-04-25,Saturday,Rainy,Idli,49.82,27.73,2.11,Dal Tadka,24.36,11.34,3.42,Roti,29.08,9.0,3.56,Gulab Jamun,18.1,13.63,3.65,Paratha,54.37,82.8,1.22,Pav Bhaji,286,0.35,1,Low,Low,Paratha,Dinner,371,0.38,90.33,64.51,97.31,2.46,427,6g/6g,High,Medium,2105,Low,Perfect meal balance,22.76,Dal Tadka: 11.34 kg; Roti: 9.00 kg; Gulab Jamun: 13.63 kg; Paratha: 82.80 kg; Pav Bhaji: 286.00 kg
1994-11-30,Sunday,Sunny,Kheer,20.27,35.27,1.31,Rajma,20.97,22.06,2.73,Naan,28.21,13.65,0.04,Paratha,19.09,21.44,0.63,Pav Bhaji,81.09,74.68,2.12,Gulab Jamun,260,0.34,4,Low,Medium,Kheer,Dinner,130,0.48,141.21,147.67,103.76,1.78,290,20g/13g,High,Low,1540,Low,Less intake today,5.74,Rajma: 22.06 kg; Naan: 13.65 kg; Paratha: 21.44 kg; Pav Bhaji: 74.68 kg; Gulab Jamun: 260.00 kg
1988-09-25,Saturday,Rainy,Paneer Butter Masala,37.57,18.15,0.91,Chole,22.54,13.09,3.19,Aloo Gobi,24.14,13.15,1.91,Jalebi,29.16,11.52,2.22,Baingan Bharta,50.8,81.64,4.08,Dosa,216,0.33,2,Low,Medium,Chole,Breakfast,208,0.35,93.35,126.22,133.84,7.74,106,15g/10g,High,Low,2318,Medium,Perfect meal balance,16.94,Chole: 13.09 kg; Aloo Gobi: 13.15 kg; Jalebi: 11.52 kg; Baingan Bharta: 81.64 kg; Dosa: 216.00 kg
1987-04-09,Thursday,Cloudy,Pav Bhaji,43.39,32.86,4.06,Aloo Gobi,27.56,16.5,0.25,Aloo Gobi,27.04,15.75,3.73,Chole,18.61,13.65,2.64,Roti,97.0,63.73,0.02,Dal Tadka,291,0.34,4,Low,Medium,Rajma,Breakfast,414,0.23,124.57,124.99,57.85,1.71,109,16g/5g,Low,Medium,2385,Low,Large intake today,12.12,Aloo Gobi: 16.50 kg; Aloo Gobi: 15.75 kg; Chole: 13.65 kg; Roti: 63.73 kg; Dal Tadka: 291.00 kg
2002-08-03,Thursday,Rainy,Dosa,25.21,10.52,0.59,Paratha,13.88,16.92,3.14,Gulab Jamun,13.47,8.31,3.36,Roti,25.62,10.39,3.05,Dal Tadka,84.72,55.36,0.11,Naan,339,0.41,1,High,High,Dosa,Breakfast,385,0.36,115.52,113.5,122.84,5.87,459,10g/14g,Medium,High,1810,High,Less intake today,12.41,Paratha: 16.92 kg; Gulab Jamun: 8.31 kg; Roti: 10.39 kg; Dal Tadka: 55.36 kg; Naan: 339.00 kg
1992-10-06,Saturday,Rainy,Roti,48.41,23.4,2.53,Dal Tadka,23.73,20.26,1.9,Jalebi,25.07,18.91,2.96,Paratha,10.79,8.02,1.18,Paneer Butter Masala,60.53,50.53,8.13,Baingan Bharta,285,0.46,5,High,Low,Pav Bhaji,Breakfast,255,0.37,93.83,115.14,92.58,4.88,372,19g/12g,Low,Low,2971,Low,Perfect meal balance,21.2,Dal Tadka: 20.26 kg; Jalebi: 18.91 kg; Paratha: 8.02 kg; Paneer Butter Masala: 50.53 kg; Baingan Bharta: 285.00 kg
1979-02-07,Monday,Rainy,Paratha,46.75,22.69,1.35,Kheer,14.83,23.8,1.91,Dosa,24.47,13.08,1.87,Rajma,23.75,11.32,3.11,Naan,71.77,64.61,1.1,Chole,110,0.3,3,Low,Medium,Pav Bhaji,Lunch,205,0.32,108.79,106.03,70.05,6.22,462,19g/10g,Low,Medium,2153,Low,Perfect meal balance,17.01,Kheer: 23.80 kg; Dosa: 13.08 kg; Rajma: 11.32 kg; Naan: 64.61 kg; Chole: 110.00 kg
2019-02-15,Friday,Rainy,Chole,13.36,19.19,1.92,Naan,13.82,11.26,4.48,Paneer Butter Masala,17.39,23.98,3.26,Pav Bhaji,18.0,15.52,2.17,Roti,57.3,61.76,0.07,Baingan Bharta,438,0.24,4,High,High,Aloo Gobi,Lunch,132,0.49,133.35,74.55,48.05,1.51,119,9g/4g,Low,High,2209,Medium,Large intake today,12.84,Naan: 11.26 kg; Paneer Butter Masala: 23.98 kg; Pav Bhaji: 15.52 kg; Roti: 61.76 kg; Baingan Bharta: 438.00 kg
1994-12-05,Sunday,Rainy,Gulab Jamun,29.53,35.26,1.25,Idli,11.97,13.59,4.17,Aloo Gobi,25.85,12.05,3.0,Paratha,27.6,13.46,4.76,Aloo Gobi,86.88,86.66,2.03,Dal Tadka,293,0.47,4,Medium,Medium,Dosa,Dinner,425,0.27,51.8,94.59,66.34,0.67,227,16g/11g,Medium,High,2262,Medium,Less intake today,11.91,Idli: 13.59 kg; Aloo Gobi: 12.05 kg; Paratha: 13.46 kg; Aloo Gobi: 86.66 kg; Dal Tadka: 293.00 kg
2010-01-18,Wednesday,Rainy,Paneer Butter Masala,35.42,19.01,1.75,Roti,18.15,10.79,4.75,Chole,15.6,18.21,4.25,Naan,13.72,12.21,4.55,Baingan Bharta,67.17,68.78,1.66,Naan,180,0.47,4,Low,High,Naan,Breakfast,181,0.38,71.87,118.96,85.33,2.66,337,9g/9g,Medium,Low,2000,Low,Less intake today,19.95,Roti: 10.79 kg; Chole: 18.21 kg; Naan: 12.21 kg; Baingan Bharta: 68.78 kg; Naan: 180.00 kg
2013-07-14,Wednesday,Rainy,Paratha,30.87,12.3,2.87,Rajma,13.37,16.38,3.69,Aloo Gobi,16.24,13.03,2.37,Roti,14.31,17.17,1.82,Dal Tadka,56.74,82.99,9.97,Roti,337,0.26,1,Low,High,Paratha,Lunch,148,0.45,79.2,67.87,53.23,5.15,164,19g/3g,Low,High,1070,Low,Less intake today,6.6,Rajma: 16.38 kg; Aloo Gobi: 13.03 kg; Roti: 17.17 kg; Dal Tadka: 82.99 kg; Roti: 337.00 kg
1975-02-02,Saturday,Cloudy,Pav Bhaji,47.88,40.2,3.22,Pav Bhaji,14.07,8.48,2.22,Aloo Gobi,10.26,17.22,1.57,Dosa,17.03,9.3,4.21,Jalebi,99.25,54.41,8.75,Kheer,311,0.34,1,Low,Medium,Baingan Bharta,Dinner,148,0.45,59.67,88.16,91.0,8.93,160,9g/6g,Medium,Low,1220,Medium,Perfect meal balance,6.13,Pav Bhaji: 8.48 kg; Aloo Gobi: 17.22 kg; Dosa: 9.30 kg; Jalebi: 54.41 kg; Kheer: 311.00 kg
1972-05-20,Wednesday,Sunny,Idli,37.39,33.69,4.64,Baingan Bharta,12.65,21.51,0.51,Idli,18.68,23.01,0.94,Paratha,24.72,23.49,0.38,Baingan Bharta,71.56,52.09,9.88,Dal Tadka,345,0.27,3,Low,High,Gulab Jamun,Dinner,434,0.36,55.53,68.24,113.58,1.41,336,10g/3g,Low,Medium,1112,High,Large intake today,17.1,Baingan Bharta: 21.51 kg; Idli: 23.01 kg; Paratha: 23.49 kg; Baingan Bharta: 52.09 kg; Dal Tadka: 345.00 kg
2009-12-01,Monday,Rainy,Gulab Jamun,40.5,5.95,1.68,Rajma,25.45,17.58,2.81,Dosa,25.54,16.04,1.71,Paratha,17.69,18.73,4.92,Naan,99.2,84.16,1.19,Baingan Bharta,144,0.23,2,Low,Low,Paratha,Dinner,182,0.28,117.38,113.92,116.53,8.27,298,8g/12g,Low,Medium,2737,Medium,Large intake today,20.6,Rajma: 17.58 kg; Dosa: 16.04 kg; Paratha: 18.73 kg; Naan: 84.16 kg; Baingan Bharta: 144.00 kg
1983-09-08,Sunday,Cloudy,Aloo Gobi,37.48,25.36,2.19,Baingan Bharta,10.07,22.81,3.4,Paratha,13.76,22.53,4.55,Paneer Butter Masala,22.01,21.71,4.44,Idli,84.16,43.78,3.28,Dosa,426,0.49,2,Medium,Medium,Dal Tadka,Lunch,152,0.32,97.66,52.07,133.5,7.54,280,18g/2g,Low,High,1408,High,Less intake today,8.48,Baingan Bharta: 22.81 kg; Paratha: 22.53 kg; Paneer Butter Masala: 21.71 kg; Idli: 43.78 kg; Dosa: 426.00 kg
2015-08-26,Sunday,Cloudy,Dosa,29.86,14.39,3.91,Naan,12.33,9.9,2.34,Naan,15.86,13.97,0.94,Chole,15.6,19.08,3.67,Dal Tadka,74.28,48.47,8.28,Kheer,227,0.34,3,High,Low,Gulab Jamun,Dinner,244,0.49,121.4,99.39,78.62,2.37,104,7g/3g,Low,Low,2812,Medium,Perfect meal balance,20.56,Naan: 9.90 kg; Naan: 13.97 kg; Chole: 19.08 kg; Dal Tadka: 48.47 kg; Kheer: 227.00 kg
1978-04-19,Monday,Cloudy,Baingan Bharta,24.58,10.42,2.01,Dosa,28.15,15.69,0.56,Idli,28.26,19.32,0.43,Gulab Jamun,18.92,22.22,1.52,Gulab Jamun,75.47,88.92,2.24,Dosa,309,0.26,5,High,High,Baingan Bharta,Dinner,377,0.42,124.2,53.91,127.76,6.04,221,20g/11g,Low,Low,1188,Low,Large intake today,24.63,Dosa: 15.69 kg; Idli: 19.32 kg; Gulab Jamun: 22.22 kg; Gulab Jamun: 88.92 kg; Dosa: 309.00 kg
1974-09-16,Sunday,Rainy,Dosa,28.53,26.44,3.11,Dosa,14.02,15.36,4.44,Kheer,22.49,17.49,4.42,Chole,21.52,22.7,2.46,Jalebi,93.36,53.34,9.34,Roti,298,0.5,4,Low,Medium,Roti,Breakfast,101,0.27,97.18,77.93,60.88,8.9,392,5g/12g,Medium,High,1779,Low,Large intake today,13.11,Dosa: 15.36 kg; Kheer: 17.49 kg; Chole: 22.70 kg; Jalebi: 53.34 kg; Roti: 298.00 kg
1970-11-24,Sunday,Rainy,Chole,28.51,21.64,3.87,Paratha,16.7,11.31,4.33,Aloo Gobi,21.82,20.47,0.38,Baingan Bharta,11.29,8.53,2.75,Naan,99.2,85.69,5.46,Naan,269,0.21,1,High,Medium,Dal Tadka,Lunch,268,0.26,68.06,91.36,57.16,5.0,106,16g/10g,High,Low,1477,Low,Less intake today,17.33,Paratha: 11.31 kg; Aloo Gobi: 20.47 kg; Baingan Bharta: 8.53 kg; Naan: 85.69 kg; Naan: 269.00 kg
1986-04-24,Saturday,Cloudy,Paneer Butter Masala,21.7,34.42,4.74,Chole,16.6,9.32,1.89,Rajma,13.64,15.22,1.82,Idli,17.71,12.88,1.09,Baingan Bharta,61.17,79.65,6.09,Dosa,456,0.3,3,Low,Medium,Paratha,Breakfast,478,0.26,117.83,84.42,119.77,2.86,405,8g/15g,High,Low,1763,Medium,Perfect meal balance,22.66,Chole: 9.32 kg; Rajma: 15.22 kg; Idli: 12.88 kg; Baingan Bharta: 79.65 kg; Dosa: 456.00 kg
1998-11-21,Saturday,Cloudy,Dal Tadka,33.09,20.37,4.81,Pav Bhaji,12.85,19.6,2.19,Dal Tadka,18.56,11.69,1.17,Rajma,20.07,11.33,4.66,Paneer Butter Masala,80.53,66.16,2.64,Aloo Gobi,375,0.48,3,Medium,High,Baingan Bharta,Breakfast,330,0.33,102.66,143.66,103.39,4.73,470,19g/6g,Medium,High,2427,High,Less intake today,23.62,Pav Bhaji: 19.60 kg; Dal Tadka: 11.69 kg; Rajma: 11.33 kg; Paneer Butter Masala: 66.16 kg; Aloo Gobi: 375.00 kg
2007-06-25,Friday,Sunny,Idli,48.42,40.96,1.63,Idli,22.81,22.97,4.83,Rajma,21.01,11.29,0.71,Kheer,27.34,12.27,2.76,Jalebi,64.12,46.02,1.1,Kheer,372,0.46,2,Medium,Low,Pav Bhaji,Lunch,280,0.5,99.09,118.2,49.13,6.47,438,18g/7g,Medium,Low,2250,High,Large intake today,18.21,Idli: 22.97 kg; Rajma: 11.29 kg; Kheer: 12.27 kg; Jalebi: 46.02 kg; Kheer: 372.00 kg
2014-02-26,Tuesday,Sunny,Jalebi,12.99,6.2,3.81,Jalebi,18.98,24.01,1.63,Roti,26.9,9.59,1.43,Idli,20.32,17.13,1.87,Jalebi,68.72,60.05,7.59,Paratha,355,0.21,3,Medium,High,Jalebi,Dinner,319,0.28,92.54,133.27,114.49,8.11,405,6g/3g,Medium,Medium,1920,High,Perfect meal balance,10.05,Jalebi: 24.01 kg; Roti: 9.59 kg; Idli: 17.13 kg; Jalebi: 60.05 kg; Paratha: 355.00 kg
2014-06-23,Sunday,Cloudy,Roti,38.26,16.76,2.05,Jalebi,17.48,22.91,2.71,Gulab Jamun,21.73,8.82,0.29,Chole,13.44,22.94,1.34,Pav Bhaji,63.66,76.11,8.71,Chole,425,0.37,3,High,Medium,Chole,Breakfast,126,0.31,137.98,117.76,101.9,5.7,361,18g/4g,Medium,High,2714,Medium,Less intake today,16.33,Jalebi: 22.91 kg; Gulab Jamun: 8.82 kg; Chole: 22.94 kg; Pav Bhaji: 76.11 kg; Chole: 425.00 kg
2023-04-21,Monday,Cloudy,Idli,28.81,40.82,4.7,Paratha,25.37,12.53,2.23,Gulab Jamun,22.79,21.73,4.05,Naan,10.76,12.35,2.91,Aloo Gobi,71.82,54.21,9.84,Baingan Bharta,346,0.23,3,High,Low,Roti,Dinner,198,0.48,148.39,143.93,60.0,0.13,489,17g/12g,Low,High,2999,Medium,Less intake today,13.12,Paratha: 12.53 kg; Gulab Jamun: 21.73 kg; Naan: 12.35 kg; Aloo Gobi: 54.21 kg; Baingan Bharta: 346.00 kg
2015-02-12,Thursday,Rainy,Roti,32.3,11.92,4.05,Pav Bhaji,23.74,24.41,0.25,Kheer,11.09,15.1,3.08,Pav Bhaji,16.4,16.28,0.22,Dal Tadka,73.39,86.26,2.48,Dal Tadka,284,0.23,2,Medium,Low,Rajma,Lunch,450,0.32,62.11,51.33,72.74,2.75,270,13g/3g,Low,Low,2456,High,Perfect meal balance,6.54,Pav Bhaji: 24.41 kg; Kheer: 15.10 kg; Pav Bhaji: 16.28 kg; Dal Tadka: 86.26 kg; Dal Tadka: 284.00 kg
1972-02-27,Sunday,Cloudy,Gulab Jamun,35.84,9.0,4.05,Gulab Jamun,28.15,9.77,1.17,Gulab Jamun,28.72,14.0,0.08,Dosa,21.27,22.82,0.74,Paratha,60.39,75.1,3.22,Paneer Butter Masala,305,0.22,5,Low,Medium,Baingan Bharta,Dinner,380,0.21,127.43,116.84,50.95,1.07,268,20g/15g,Low,Low,2748,High,Perfect meal balance,11.01,Gulab Jamun: 9.77 kg; Gulab Jamun: 14.00 kg; Dosa: 22.82 kg; Paratha: 75.10 kg; Paneer Butter Masala: 305.00 kg
1994-08-29,Monday,Cloudy,Paratha,26.13,33.58,0.75,Idli,22.49,8.45,4.03,Aloo Gobi,20.13,8.35,3.0,Jalebi,24.55,9.03,0.27,Roti,76.74,88.45,2.79,Dosa,187,0.29,3,Low,High,Naan,Breakfast,100,0.34,102.98,138.36,90.93,7.41,393,20g/14g,Medium,Medium,1516,Medium,Large intake today,19.47,Idli: 8.45 kg; Aloo Gobi: 8.35 kg; Jalebi: 9.03 kg; Roti: 88.45 kg; Dosa: 187.00 kg
1976-12-07,Saturday,Cloudy,Naan,12.31,30.63,2.75,Chole,24.78,13.24,2.7,Naan,11.75,22.56,4.0,Jalebi,13.53,12.74,1.39,Dosa,64.64,81.31,6.8,Baingan Bharta,482,0.4,4,Medium,Low,Roti,Dinner,130,0.39,115.81,141.91,95.67,1.93,306,18g/6g,Medium,High,2388,High,Large intake today,7.04,Chole: 13.24 kg; Naan: 22.56 kg; Jalebi: 12.74 kg; Dosa: 81.31 kg; Baingan Bharta: 482.00 kg
1996-12-13,Sunday,Rainy,Naan,20.21,38.73,0.72,Aloo Gobi,15.35,22.36,3.93,Naan,15.47,8.64,2.45,Jalebi,27.17,21.45,0.27,Roti,96.37,89.86,7.72,Naan,375,0.45,4,High,Medium,Rajma,Breakfast,322,0.42,106.87,144.17,105.32,3.35,317,8g/11g,Low,Low,1265,Low,Large intake today,19.74,Aloo Gobi: 22.36 kg; Naan: 8.64 kg; Jalebi: 21.45 kg; Roti: 89.86 kg; Naan: 375.00 kg
1977-07-23,Friday,Sunny,Dosa,48.37,19.46,0.6,Paratha,28.04,12.15,2.27,Paratha,14.8,11.63,3.26,Baingan Bharta,21.25,18.6,2.73,Roti,61.12,70.91,4.75,Dal Tadka,312,0.5,1,Low,Medium,Dal Tadka,Dinner,250,0.22,113.36,88.25,119.04,5.51,193,8g/14g,High,Low,2422,Low,Perfect meal balance,22.26,Paratha: 12.15 kg; Paratha: 11.63 kg; Baingan Bharta: 18.60 kg; Roti: 70.91 kg; Dal Tadka: 312.00 kg
2024-02-25,Monday,Cloudy,Naan,11.67,8.84,4.51,Pav Bhaji,15.34,16.9,1.29,Kheer,28.13,11.92,4.48,Rajma,11.37,20.62,0.19,Dal Tadka,96.64,78.19,7.55,Dosa,311,0.28,4,High,Low,Paratha,Breakfast,415,0.23,110.25,86.57,137.98,8.81,135,14g/15g,High,High,2606,Low,Large intake today,15.73,Pav Bhaji: 16.90 kg; Kheer: 11.92 kg; Rajma: 20.62 kg; Dal Tadka: 78.19 kg; Dosa: 311.00 kg
1989-09-27,Friday,Cloudy,Paratha,22.21,27.0,2.61,Dal Tadka,15.99,20.27,1.96,Dal Tadka,13.75,20.71,2.13,Chole,20.09,23.35,3.06,Gulab Jamun,66.19,82.66,2.35,Kheer,198,0.24,1,Low,Medium,Jalebi,Breakfast,241,0.38,146.25,129.15,45.67,2.43,366,13g/2g,Medium,High,1426,High,Perfect meal balance,21.69,Dal Tadka: 20.27 kg; Dal Tadka: 20.71 kg; Chole: 23.35 kg; Gulab Jamun: 82.66 kg; Kheer: 198.00 kg
1995-07-06,Saturday,Sunny,Paneer Butter Masala,24.73,38.61,4.77,Rajma,12.43,12.32,4.05,Dal Tadka,24.5,9.99,1.81,Rajma,11.13,13.6,2.55,Roti,64.36,72.91,9.22,Gulab Jamun,247,0.49,2,High,Medium,Naan,Breakfast,271,0.38,107.42,121.89,93.91,8.67,352,10g/6g,Low,High,2835,Low,Perfect meal balance,16.35,Rajma: 12.32 kg; Dal Tadka: 9.99 kg; Rajma: 13.60 kg; Roti: 72.91 kg; Gulab Jamun: 247.00 kg
1990-04-06,Sunday,Cloudy,Dal Tadka,37.29,43.04,3.91,Jalebi,14.79,9.81,1.65,Gulab Jamun,21.28,21.3,2.95,Idli,12.79,22.15,1.82,Gulab Jamun,68.65,77.26,4.2,Idli,257,0.2,1,Medium,Medium,Dal Tadka,Dinner,432,0.29,127.6,146.16,64.18,3.91,376,5g/6g,High,High,2113,High,Perfect meal balance,10.66,Jalebi: 9.81 kg; Gulab Jamun: 21.30 kg; Idli: 22.15 kg; Gulab Jamun: 77.26 kg; Idli: 257.00 kg
2022-06-20,Monday,Sunny,Naan,17.67,31.91,1.06,Baingan Bharta,25.79,13.24,3.63,Roti,17.42,20.09,3.65,Dal Tadka,22.14,24.38,1.76,Aloo Gobi,55.52,65.96,8.57,Chole,409,0.23,3,High,High,Rajma,Breakfast,102,0.47,115.75,105.1,113.02,4.99,144,16g/4g,High,Low,1927,Low,Perfect meal balance,17.5,Baingan Bharta: 13.24 kg; Roti: 20.09 kg; Dal Tadka: 24.38 kg; Aloo Gobi: 65.96 kg; Chole: 409.00 kg
2002-07-12,Saturday,Cloudy,Aloo Gobi,45.45,25.58,2.6,Paneer Butter Masala,26.99,13.14,2.94,Paneer Butter Masala,19.8,19.96,3.87,Baingan Bharta,21.87,22.05,1.69,Aloo Gobi,56.07,46.15,6.36,Chole,164,0.34,1,High,High,Roti,Breakfast,392,0.46,56.62,147.23,101.24,8.88,205,6g/8g,Low,Medium,1201,Low,Large intake today,23.76,Paneer Butter Masala: 13.14 kg; Paneer Butter Masala: 19.96 kg; Baingan Bharta: 22.05 kg; Aloo Gobi: 46.15 kg; Chole: 164.00 kg
1997-06-15,Sunday,Sunny,Paneer Butter Masala,49.49,17.2,1.31,Roti,22.89,14.05,2.18,Aloo Gobi,11.99,22.75,3.98,Aloo Gobi,15.35,11.42,2.57,Gulab Jamun,82.02,71.0,0.54,Paneer Butter Masala,298,0.21,5,High,Low,Naan,Breakfast,233,0.28,110.12,139.29,103.88,8.94,500,16g/6g,Low,High,1265,High,Perfect meal balance,13.7,Roti: 14.05 kg; Aloo Gobi: 22.75 kg; Aloo Gobi: 11.42 kg; Gulab Jamun: 71.00 kg; Paneer Butter Masala: 298.00 kg
2007-04-20,Saturday,Sunny,Roti,38.02,40.45,2.29,Idli,20.46,20.25,4.98,Pav Bhaji,12.22,8.88,2.12,Pav Bhaji,25.21,18.47,3.34,Jalebi,69.35,79.71,0.49,Pav Bhaji,225,0.24,4,Medium,Medium,Dal Tadka,Breakfast,181,0.41,59.78,123.49,108.33,0.86,165,7g/2g,Medium,High,1987,High,Perfect meal balance,16.9,Idli: 20.25 kg; Pav Bhaji: 8.88 kg; Pav Bhaji: 18.47 kg; Jalebi: 79.71 kg; Pav Bhaji: 225.00 kg
1993-11-09,Monday,Cloudy,Pav Bhaji,40.74,21.47,3.15,Dal Tadka,26.06,14.07,3.33,Chole,28.28,18.48,0.15,Gulab Jamun,13.67,12.06,1.56,Jalebi,77.94,57.67,8.75,Gulab Jamun,256,0.26,5,Medium,Medium,Roti,Dinner,182,0.43,88.77,131.26,86.34,2.51,196,6g/12g,High,Medium,2558,High,Less intake today,23.77,Dal Tadka: 14.07 kg; Chole: 18.48 kg; Gulab Jamun: 12.06 kg; Jalebi: 57.67 kg; Gulab Jamun: 256.00 kg
