Date,Day of Week,Weather,Breakfast Dish,Breakfast Quantity Made (kg),Breakfast Quantity Consumed (kg),Breakfast Quantity Wasted (kg),Dish1_Name,Dish1_Quantity_Made (kg),Dish1_Quantity_Consumed (kg),Dish1_Quantity_Wasted (kg),Dish2_Name,Dish2_Quantity_Made (kg),Dish2_Quantity_Consumed (kg),Dish2_Quantity_Wasted (kg),Staples1,Staples1_Quantity_Made (kg),Staples1_Quantity_Consumed (kg),Staples1_Quantity_Wasted (kg),Staples2,Staples2_Quantity_Made (kg),Staples2_Quantity_Consumed (kg),Staples2_Quantity_Wasted (kg),Dessert,Expected Diners,Avg Portion (kg),Satisfaction Score,Historical_Trend,Seasonal_Preference,Preferred Dish,Meal Type,Lunch/Dinner Expected Diners,Avg Portion Lunch/Dinner (kg),Quantity Made Lunch/Dinner (kg),Adjusted Quantity Made Lunch/Dinner (kg),Quantity Consumed Lunch/Dinner (kg),Quantity Wasted Lunch/Dinner (kg),Calories (per serving),Nutrient Value (Protein/Fiber),Preference for Dish1,Preference for Dish2,Food Cost (INR),Surplus Redistribution Potential,Notes for the Day,Total Food Waste (kg),Output
2019-05-20,Monday,Cloudy,Poha,44.13,26.04,3.19,Paneer Butter Masala,28.86,9.22,4.2,Dum Aloo,26.87,13.26,3.12,Rice,73.6,62.54,0.0,Roti,51.47,79.95,9.97,Halwa,246,0.28,5,High,High,Puri Bhaji,Dinner,488,0.35,71.73,134.95,75.35,0.57,366,10g/9g,Low,High,2277,Low,Less intake today,10.55,Paneer Butter Masala: 9.22 kg; Dum Aloo: 13.26 kg; Rice: 62.54 kg; Halwa: Halwa kg
1983-06-19,Friday,Cloudy,Dosa,23.06,19.75,2.2,Aloo Gobi,24.55,21.2,4.25,Baingan Bharta,28.11,11.78,1.27,Paratha,81.36,71.76,9.37,Rice,65.87,70.48,3.69,Halwa,212,0.48,2,Medium,Medium,Rajma,Dinner,234,0.31,110.92,55.0,83.07,0.78,420,9g/11g,Medium,High,1197,Low,Large intake today,7.91,Aloo Gobi: 21.2 kg; Baingan Bharta: 11.78 kg; Paratha: 71.76 kg; Halwa: Halwa kg
2014-12-21,Saturday,Rainy,Idli,11.78,26.81,2.36,Methi Thepla,25.37,18.31,3.12,Dum Aloo,19.32,24.03,0.97,Rice,90.91,79.08,1.78,Roti,96.37,50.1,6.67,Kheer,444,0.36,2,Low,Medium,Dal Tadka,Dinner,150,0.31,67.9,61.53,66.98,2.61,378,11g/14g,High,Medium,1857,High,Large intake today,23.48,Methi Thepla: 18.31 kg; Dum Aloo: 24.03 kg; Rice: 79.08 kg; Kheer: Kheer kg
1999-06-28,Friday,Rainy,Poha,15.26,38.92,4.4,Bhindi Fry,17.96,20.83,3.25,Gobi Manchurian,16.48,20.56,1.38,Roti,70.09,73.69,7.67,Naan,77.34,69.81,3.03,Gulab Jamun,421,0.22,1,Medium,High,Dosa,Breakfast,226,0.2,136.84,69.84,76.97,0.54,411,12g/8g,Low,Low,2792,High,Less intake today,17.81,Bhindi Fry: 20.83 kg; Gobi Manchurian: 20.56 kg; Roti: 73.69 kg; Gulab Jamun: Gulab Jamun kg
2005-11-20,Saturday,Rainy,Poha,39.02,37.06,3.34,Rajma,18.79,12.83,2.67,Baingan Bharta,21.75,12.32,4.89,Rice,76.48,80.27,3.48,Paratha,63.11,88.38,6.97,Halwa,118,0.48,2,Low,Medium,Shahi Paneer,Dinner,425,0.49,90.62,79.76,62.6,1.49,268,15g/15g,Low,Medium,2914,High,Large intake today,13.23,Rajma: 12.83 kg; Baingan Bharta: 12.32 kg; Rice: 80.27 kg; Halwa: Halwa kg
2015-05-26,Tuesday,Cloudy,Idli,46.26,35.62,1.05,Pav Bhaji,25.52,9.81,2.24,Gobi Manchurian,17.34,22.38,3.04,Paratha,59.56,81.01,5.62,Rice,80.1,47.67,0.77,Halwa,440,0.35,1,Medium,Medium,Dum Aloo,Dinner,430,0.31,131.0,141.36,93.67,1.14,350,7g/8g,Low,Low,2222,Medium,Less intake today,16.28,Pav Bhaji: 9.81 kg; Gobi Manchurian: 22.38 kg; Paratha: 81.01 kg; Halwa: Halwa kg
1975-02-17,Wednesday,Rainy,Idli,43.77,44.92,4.75,Rajma,17.25,10.03,0.22,Dal Tadka,27.08,23.1,1.79,Roti,54.74,74.77,5.3,Paratha,54.56,83.87,4.35,Gulab Jamun,451,0.28,1,High,High,Dosa,Dinner,450,0.37,101.33,92.67,138.04,2.53,460,10g/3g,Medium,Medium,1472,Low,Less intake today,17.13,Rajma: 10.03 kg; Dal Tadka: 23.1 kg; Roti: 74.77 kg; Gulab Jamun: Gulab Jamun kg
1971-05-30,Tuesday,Sunny,Pav Bhaji,20.68,40.25,2.5,Aloo Gobi,19.9,9.58,0.42,Gobi Manchurian,23.97,11.51,3.91,Naan,65.18,88.31,7.95,Roti,50.47,67.22,2.61,Kheer,212,0.49,3,Low,Medium,Bhindi Fry,Breakfast,125,0.21,139.18,110.6,121.11,9.04,117,7g/7g,Low,Low,2316,High,Less intake today,17.2,Aloo Gobi: 9.58 kg; Gobi Manchurian: 11.51 kg; Naan: 88.31 kg; Kheer: Kheer kg
2021-05-19,Sunday,Cloudy,Puri Bhaji,41.64,15.6,1.81,Butter Chicken,18.93,12.23,3.32,Pulao,13.38,15.36,3.37,Roti,55.56,40.19,7.56,Paratha,77.53,47.44,5.59,Gulab Jamun,255,0.27,2,Low,Medium,Aloo Paratha,Dinner,210,0.39,76.53,125.15,79.17,5.13,127,17g/15g,High,Low,1952,High,Less intake today,19.97,Butter Chicken: 12.23 kg; Pulao: 15.36 kg; Roti: 40.19 kg; Gulab Jamun: Gulab Jamun kg
2006-08-15,Friday,Rainy,Poha,15.99,16.97,2.93,Aloo Paratha,27.07,9.45,0.73,Pulao,11.62,19.42,4.12,Rice,63.97,61.44,9.75,Naan,77.92,48.96,2.36,Gulab Jamun,383,0.49,3,Medium,High,Rajma,Breakfast,401,0.33,84.28,136.02,41.55,8.09,495,19g/7g,Medium,Medium,2927,High,Large intake today,15.33,Aloo Paratha: 9.45 kg; Pulao: 19.42 kg; Rice: 61.44 kg; Gulab Jamun: Gulab Jamun kg
2016-05-19,Saturday,Cloudy,Dosa,32.1,40.99,4.2,Pav Bhaji,26.9,24.3,0.88,Dal Tadka,18.16,13.29,4.33,Naan,87.35,66.23,1.34,Rice,61.67,81.9,3.68,Gulab Jamun,417,0.48,4,Low,High,Dal Tadka,Breakfast,110,0.32,80.38,102.95,134.66,1.84,198,10g/4g,Medium,Medium,1973,High,Less intake today,17.47,Pav Bhaji: 24.3 kg; Dal Tadka: 13.29 kg; Naan: 66.23 kg; Gulab Jamun: Gulab Jamun kg
1986-07-28,Thursday,Rainy,Pav Bhaji,48.0,29.16,1.37,Aloo Gobi,13.24,19.83,2.98,Baingan Bharta,24.96,24.84,4.74,Naan,54.18,41.57,2.3,Paratha,84.86,48.62,3.0,Kheer,287,0.36,3,Medium,High,Shahi Paneer,Breakfast,203,0.48,52.36,147.93,75.8,8.23,321,15g/6g,Low,High,1179,Medium,Perfect meal balance,24.31,Aloo Gobi: 19.83 kg; Baingan Bharta: 24.84 kg; Naan: 41.57 kg; Kheer: Kheer kg
2024-03-31,Tuesday,Sunny,Dosa,16.49,13.38,1.69,Butter Chicken,24.62,22.34,1.48,Gobi Manchurian,25.54,17.69,1.33,Rice,90.86,54.94,2.2,Naan,90.47,70.03,3.56,Gulab Jamun,451,0.26,5,Medium,Medium,Idli,Dinner,144,0.35,96.5,121.71,93.49,6.61,424,7g/5g,Medium,Low,1546,Low,Large intake today,11.21,Butter Chicken: 22.34 kg; Gobi Manchurian: 17.69 kg; Rice: 54.94 kg; Gulab Jamun: Gulab Jamun kg
1981-10-27,Wednesday,Sunny,Idli,45.96,7.46,1.08,Aloo Paratha,17.97,15.04,0.28,Pulao,20.86,19.97,3.23,Rice,77.98,72.36,5.28,Roti,91.02,84.75,2.26,Kheer,137,0.5,5,High,High,Dal Tadka,Lunch,161,0.42,60.29,139.17,103.87,4.7,298,6g/5g,High,Low,2701,Low,Perfect meal balance,10.93,Aloo Paratha: 15.04 kg; Pulao: 19.97 kg; Rice: 72.36 kg; Kheer: Kheer kg
2015-04-22,Monday,Rainy,Pav Bhaji,11.38,38.66,4.7,Chole,23.91,12.86,3.23,Pulao,28.21,14.36,1.39,Naan,50.39,88.27,1.4,Paratha,99.76,81.69,8.7,Kheer,171,0.29,4,Low,Low,Chole,Breakfast,211,0.39,68.88,95.7,48.8,2.41,325,16g/9g,High,Medium,1928,Medium,Large intake today,8.75,Chole: 12.86 kg; Pulao: 14.36 kg; Naan: 88.27 kg; Kheer: Kheer kg
2023-12-24,Monday,Cloudy,Dosa,30.53,24.33,3.25,Dal Tadka,28.93,16.34,0.07,Chole,25.85,13.33,0.17,Roti,53.48,52.61,2.47,Naan,65.27,74.39,8.05,Gulab Jamun,391,0.43,3,Medium,High,Idli,Lunch,387,0.44,117.88,94.63,112.29,3.22,450,14g/9g,High,Low,1738,Low,Large intake today,10.82,Dal Tadka: 16.34 kg; Chole: 13.33 kg; Roti: 52.61 kg; Gulab Jamun: Gulab Jamun kg
1977-08-30,Monday,Sunny,Dosa,28.59,29.92,1.41,Bhindi Fry,27.36,24.54,1.74,Baingan Bharta,11.74,23.47,4.36,Roti,94.16,81.61,1.07,Naan,72.17,72.44,8.06,Jalebi,395,0.31,2,High,Medium,Puri Bhaji,Breakfast,219,0.33,89.67,80.31,59.82,6.23,261,10g/9g,Medium,Low,1426,Medium,Less intake today,8.11,Bhindi Fry: 24.54 kg; Baingan Bharta: 23.47 kg; Roti: 81.61 kg; Jalebi: Jalebi kg
1984-09-02,Thursday,Cloudy,Upma,31.17,12.96,0.91,Bhindi Fry,23.79,11.65,3.7,Chana Masala,12.57,13.65,4.68,Roti,94.63,64.95,6.29,Paratha,81.95,71.92,3.82,Jalebi,162,0.4,4,Low,Medium,Chana Masala,Lunch,394,0.41,124.26,121.51,98.77,9.28,399,6g/15g,Medium,Low,2065,Medium,Less intake today,5.27,Bhindi Fry: 11.65 kg; Chana Masala: 13.65 kg; Roti: 64.95 kg; Jalebi: Jalebi kg
1974-05-17,Wednesday,Rainy,Poha,48.58,44.14,2.03,Butter Chicken,14.5,21.32,3.47,Aloo Gobi,26.17,20.14,2.93,Rice,55.31,44.45,2.76,Paratha,76.15,43.41,2.11,Kheer,187,0.45,5,Low,Medium,Butter Chicken,Lunch,372,0.45,135.13,117.33,107.61,6.11,195,6g/8g,High,Low,1641,Low,Less intake today,20.05,Butter Chicken: 21.32 kg; Aloo Gobi: 20.14 kg; Rice: 44.45 kg; Kheer: Kheer kg
1988-03-12,Tuesday,Sunny,Puri Bhaji,25.13,39.67,2.86,Bhindi Fry,28.77,15.86,1.84,Pulao,14.69,8.22,0.06,Roti,51.78,54.38,4.02,Naan,67.48,42.75,0.48,Jalebi,412,0.38,2,Low,Low,Kadai Paneer,Breakfast,473,0.27,80.37,113.07,57.71,6.77,500,14g/9g,Medium,Medium,1087,Medium,Less intake today,9.92,Bhindi Fry: 15.86 kg; Pulao: 8.22 kg; Roti: 54.38 kg; Jalebi: Jalebi kg
1976-02-25,Friday,Rainy,Poha,39.24,13.81,4.35,Methi Thepla,24.84,21.82,3.57,Chana Masala,11.4,23.09,0.27,Naan,98.84,54.66,9.84,Roti,58.24,50.06,1.69,Halwa,428,0.47,1,Medium,Medium,Dal Tadka,Lunch,277,0.24,53.74,96.93,60.58,0.95,188,14g/6g,Low,High,1396,Low,Large intake today,18.26,Methi Thepla: 21.82 kg; Chana Masala: 23.09 kg; Naan: 54.66 kg; Halwa: Halwa kg
1992-12-09,Monday,Sunny,Idli,14.59,28.36,0.54,Pav Bhaji,22.54,24.74,1.46,Dum Aloo,29.57,20.76,0.75,Roti,75.52,89.73,2.22,Rice,81.89,57.99,5.4,Kheer,376,0.28,5,Low,Low,Gobi Manchurian,Breakfast,341,0.31,70.69,96.2,63.55,8.66,302,17g/12g,High,Low,1859,Low,Less intake today,19.18,Pav Bhaji: 24.74 kg; Dum Aloo: 20.76 kg; Roti: 89.73 kg; Kheer: Kheer kg
1981-11-03,Saturday,Rainy,Dosa,17.41,8.8,0.02,Methi Thepla,19.8,17.96,0.39,Gobi Manchurian,27.74,9.32,0.22,Naan,72.8,60.02,2.95,Paratha,66.11,48.49,9.14,Gulab Jamun,432,0.34,4,Low,Low,Aloo Gobi,Breakfast,219,0.41,100.02,97.11,88.47,9.67,426,6g/10g,Low,Medium,1359,Low,Large intake today,15.1,Methi Thepla: 17.96 kg; Gobi Manchurian: 9.32 kg; Naan: 60.02 kg; Gulab Jamun: Gulab Jamun kg
2020-11-25,Wednesday,Sunny,Pav Bhaji,41.03,36.64,2.5,Rajma,10.34,21.86,1.82,Dal Tadka,16.13,13.1,2.47,Roti,57.73,61.92,9.6,Paratha,67.84,86.07,7.57,Jalebi,423,0.5,5,Low,Medium,Vegetable Biryani,Lunch,170,0.49,68.39,86.28,104.42,7.98,442,11g/6g,Medium,Medium,1339,Low,Perfect meal balance,20.38,Rajma: 21.86 kg; Dal Tadka: 13.1 kg; Roti: 61.92 kg; Jalebi: Jalebi kg
2017-03-25,Friday,Rainy,Puri Bhaji,30.13,14.92,2.34,Aloo Gobi,25.88,14.41,0.49,Gobi Manchurian,29.95,9.88,1.18,Naan,58.15,86.73,6.39,Roti,82.33,47.42,3.79,Kheer,345,0.27,2,High,Medium,Pav Bhaji,Dinner,325,0.36,51.33,124.69,48.11,7.47,111,9g/15g,Low,Medium,2877,High,Large intake today,7.87,Aloo Gobi: 14.41 kg; Gobi Manchurian: 9.88 kg; Naan: 86.73 kg; Kheer: Kheer kg
1991-04-30,Friday,Cloudy,Dosa,15.55,20.18,2.98,Chole,21.1,21.35,1.26,Dal Tadka,11.07,17.09,3.77,Paratha,87.29,69.62,1.95,Roti,73.66,55.81,5.58,Jalebi,316,0.25,4,High,High,Dosa,Breakfast,455,0.44,142.0,147.4,76.72,5.69,279,13g/12g,Medium,High,1469,Medium,Perfect meal balance,11.96,Chole: 21.35 kg; Dal Tadka: 17.09 kg; Paratha: 69.62 kg; Jalebi: Jalebi kg
2008-04-13,Tuesday,Rainy,Poha,26.4,28.3,0.76,Pav Bhaji,18.71,23.29,0.42,Bhindi Fry,25.28,14.97,3.92,Naan,82.95,44.27,7.26,Paratha,81.5,87.67,8.23,Halwa,227,0.24,1,Medium,High,Pav Bhaji,Breakfast,386,0.5,63.89,80.09,58.09,3.51,276,14g/3g,Low,Low,2975,Low,Less intake today,9.94,Pav Bhaji: 23.29 kg; Bhindi Fry: 14.97 kg; Naan: 44.27 kg; Halwa: Halwa kg
2019-05-17,Thursday,Rainy,Puri Bhaji,20.88,13.01,1.73,Chole,28.8,10.68,2.02,Pulao,29.07,9.7,2.23,Naan,72.98,81.34,3.18,Paratha,67.37,76.58,9.2,Halwa,281,0.29,5,High,Low,Paneer Butter Masala,Breakfast,493,0.47,145.0,88.35,71.48,5.94,128,17g/14g,Medium,High,2919,Low,Less intake today,7.74,Chole: 10.68 kg; Pulao: 9.7 kg; Naan: 81.34 kg; Halwa: Halwa kg
2022-10-05,Monday,Rainy,Idli,42.07,37.8,1.36,Dal Tadka,22.12,14.91,0.09,Aloo Gobi,10.96,21.02,3.65,Roti,55.89,51.19,4.67,Naan,53.11,89.83,2.15,Gulab Jamun,268,0.49,5,High,Low,Chole,Dinner,133,0.38,51.65,59.31,127.98,6.8,167,9g/9g,Medium,High,1687,Medium,Large intake today,24.35,Dal Tadka: 14.91 kg; Aloo Gobi: 21.02 kg; Roti: 51.19 kg; Gulab Jamun: Gulab Jamun kg
1975-12-29,Monday,Cloudy,Dosa,27.45,14.1,4.33,Butter Chicken,24.02,24.16,2.57,Bhindi Fry,17.43,20.26,0.94,Roti,85.12,72.58,2.33,Paratha,88.88,43.06,6.79,Halwa,302,0.24,5,Medium,High,Upma,Dinner,344,0.42,131.22,98.87,49.2,8.53,203,5g/10g,Low,High,2830,Low,Perfect meal balance,10.83,Butter Chicken: 24.16 kg; Bhindi Fry: 20.26 kg; Roti: 72.58 kg; Halwa: Halwa kg
2015-12-23,Monday,Sunny,Dosa,27.9,28.06,0.69,Bhindi Fry,24.27,24.5,1.45,Chana Masala,10.5,11.81,0.78,Paratha,51.25,59.99,2.31,Naan,53.17,48.61,1.58,Halwa,207,0.44,4,Medium,Medium,Chole,Dinner,231,0.3,112.28,128.73,99.57,6.44,254,17g/14g,Medium,Low,2210,Medium,Perfect meal balance,24.06,Bhindi Fry: 24.5 kg; Chana Masala: 11.81 kg; Paratha: 59.99 kg; Halwa: Halwa kg
2013-11-16,Saturday,Rainy,Pav Bhaji,14.14,25.93,1.33,Pav Bhaji,15.58,13.33,0.78,Dal Tadka,17.25,12.62,2.29,Roti,77.32,84.97,8.14,Rice,55.46,89.73,3.59,Gulab Jamun,473,0.31,2,Medium,High,Kadhi Pakora,Breakfast,417,0.2,114.0,145.03,52.58,8.76,278,9g/15g,High,High,2594,Medium,Less intake today,15.77,Pav Bhaji: 13.33 kg; Dal Tadka: 12.62 kg; Roti: 84.97 kg; Gulab Jamun: Gulab Jamun kg
1999-01-16,Monday,Sunny,Puri Bhaji,20.33,35.17,0.05,Rajma,21.63,11.56,4.16,Paneer Butter Masala,23.32,22.76,3.66,Rice,77.12,85.05,4.23,Naan,66.68,86.36,3.07,Kheer,175,0.41,4,High,Low,Dal Tadka,Breakfast,328,0.31,139.71,87.08,133.89,8.28,417,18g/13g,Low,High,1062,Low,Large intake today,10.37,Rajma: 11.56 kg; Paneer Butter Masala: 22.76 kg; Rice: 85.05 kg; Kheer: Kheer kg
1973-05-11,Sunday,Cloudy,Puri Bhaji,47.8,38.67,3.13,Dal Tadka,20.4,21.08,1.9,Chana Masala,11.87,21.74,1.81,Naan,67.45,48.58,7.36,Roti,80.77,75.28,3.4,Kheer,358,0.22,5,Low,Low,Butter Chicken,Lunch,370,0.39,78.28,107.44,105.27,8.39,141,7g/8g,Medium,High,2867,Medium,Less intake today,13.33,Dal Tadka: 21.08 kg; Chana Masala: 21.74 kg; Naan: 48.58 kg; Kheer: Kheer kg
1972-01-26,Tuesday,Rainy,Dosa,42.8,12.12,2.37,Butter Chicken,23.38,20.25,3.96,Dal Tadka,25.17,23.26,2.37,Naan,63.7,72.39,8.17,Paratha,89.3,83.74,1.23,Jalebi,455,0.34,5,Low,Medium,Chole,Breakfast,496,0.26,81.42,51.74,136.57,4.75,114,8g/14g,Low,High,1428,Medium,Less intake today,15.47,Butter Chicken: 20.25 kg; Dal Tadka: 23.26 kg; Naan: 72.39 kg; Jalebi: Jalebi kg
2016-03-11,Thursday,Rainy,Dosa,28.59,6.49,2.34,Butter Chicken,27.96,17.29,4.4,Pulao,19.69,16.11,2.52,Paratha,94.2,41.37,3.71,Roti,70.62,51.61,8.89,Jalebi,388,0.44,5,Low,High,Puri Bhaji,Breakfast,187,0.23,145.7,131.05,91.54,4.4,173,11g/11g,Low,High,1674,Medium,Perfect meal balance,6.99,Butter Chicken: 17.29 kg; Pulao: 16.11 kg; Paratha: 41.37 kg; Jalebi: Jalebi kg
1995-02-05,Wednesday,Sunny,Poha,39.46,20.91,4.44,Aloo Paratha,13.7,13.61,0.53,Dal Tadka,19.74,8.96,2.83,Rice,72.14,85.95,2.03,Naan,95.39,76.88,3.48,Gulab Jamun,467,0.42,5,Low,High,Aloo Gobi,Breakfast,404,0.35,114.61,101.63,115.78,0.67,261,13g/4g,High,Low,2352,High,Large intake today,19.31,Aloo Paratha: 13.61 kg; Dal Tadka: 8.96 kg; Rice: 85.95 kg; Gulab Jamun: Gulab Jamun kg
1981-01-14,Sunday,Cloudy,Puri Bhaji,40.2,39.86,2.66,Aloo Paratha,17.07,17.68,3.55,Chana Masala,27.79,14.98,4.93,Naan,73.21,77.45,6.89,Rice,85.13,41.25,0.6,Gulab Jamun,164,0.23,1,High,High,Aloo Gobi,Lunch,125,0.41,112.01,50.33,83.74,5.47,257,9g/12g,High,High,2486,Medium,Large intake today,9.53,Aloo Paratha: 17.68 kg; Chana Masala: 14.98 kg; Naan: 77.45 kg; Gulab Jamun: Gulab Jamun kg
1984-11-26,Tuesday,Sunny,Idli,45.29,37.65,4.75,Butter Chicken,24.04,16.42,1.61,Dal Tadka,19.9,13.33,2.18,Paratha,68.9,53.6,7.67,Roti,80.9,60.19,5.6,Kheer,176,0.44,2,Medium,Medium,Malai Kofta,Breakfast,230,0.24,91.45,54.13,40.97,2.6,270,20g/5g,High,High,1577,High,Less intake today,7.26,Butter Chicken: 16.42 kg; Dal Tadka: 13.33 kg; Paratha: 53.6 kg; Kheer: Kheer kg
2011-12-27,Wednesday,Sunny,Puri Bhaji,26.24,25.3,3.77,Paneer Butter Masala,29.02,8.8,0.58,Dum Aloo,22.74,11.27,4.5,Naan,61.83,87.5,4.2,Paratha,77.54,52.24,8.59,Halwa,417,0.49,3,Low,Low,Kadai Paneer,Lunch,311,0.3,145.55,82.65,119.1,3.85,119,7g/15g,Medium,Medium,2573,Medium,Perfect meal balance,8.05,Paneer Butter Masala: 8.8 kg; Dum Aloo: 11.27 kg; Naan: 87.5 kg; Halwa: Halwa kg
2018-03-20,Monday,Cloudy,Upma,36.22,32.11,0.07,Aloo Paratha,22.94,15.87,3.15,Baingan Bharta,17.56,24.9,1.28,Rice,60.58,58.17,3.52,Naan,87.35,47.92,2.52,Halwa,170,0.22,5,Low,Medium,Paneer Butter Masala,Breakfast,431,0.4,86.66,118.55,59.49,7.69,104,15g/6g,Medium,Medium,1753,Medium,Less intake today,5.49,Aloo Paratha: 15.87 kg; Baingan Bharta: 24.9 kg; Rice: 58.17 kg; Halwa: Halwa kg
2000-04-19,Wednesday,Sunny,Dosa,21.26,30.4,0.81,Methi Thepla,13.91,8.66,4.08,Bhindi Fry,19.39,20.91,4.48,Naan,84.81,67.82,2.29,Roti,84.68,67.67,0.77,Gulab Jamun,174,0.37,2,Low,Medium,Rajma,Lunch,127,0.37,110.47,73.93,127.52,2.82,430,9g/7g,High,Medium,2875,Low,Less intake today,14.49,Methi Thepla: 8.66 kg; Bhindi Fry: 20.91 kg; Naan: 67.82 kg; Gulab Jamun: Gulab Jamun kg
1976-02-24,Saturday,Cloudy,Poha,22.44,16.0,2.16,Aloo Gobi,26.79,22.37,2.85,Chana Masala,25.34,16.27,0.02,Paratha,90.71,73.93,2.81,Roti,73.77,71.03,0.35,Kheer,261,0.38,3,Low,Low,Aloo Gobi,Lunch,438,0.33,128.28,66.59,86.62,0.33,389,6g/10g,Medium,High,1018,Low,Large intake today,15.23,Aloo Gobi: 22.37 kg; Chana Masala: 16.27 kg; Paratha: 73.93 kg; Kheer: Kheer kg
1973-08-08,Monday,Rainy,Upma,16.21,17.82,3.59,Aloo Gobi,15.71,12.56,1.47,Bhindi Fry,29.3,16.58,0.4,Paratha,56.06,84.28,9.49,Rice,76.84,66.38,9.36,Jalebi,407,0.36,5,Medium,High,Poha,Lunch,194,0.31,135.54,82.76,49.14,7.42,342,17g/10g,Medium,Medium,2601,Medium,Perfect meal balance,11.88,Aloo Gobi: 12.56 kg; Bhindi Fry: 16.58 kg; Paratha: 84.28 kg; Jalebi: Jalebi kg
2005-10-04,Thursday,Cloudy,Upma,38.87,15.48,1.45,Pav Bhaji,23.93,20.05,4.75,Dal Tadka,12.16,9.85,3.88,Roti,88.22,65.07,6.46,Rice,86.42,64.14,7.97,Kheer,337,0.44,1,High,Medium,Methi Thepla,Lunch,149,0.43,108.84,79.0,88.28,4.22,148,18g/14g,Low,High,1837,High,Less intake today,12.64,Pav Bhaji: 20.05 kg; Dal Tadka: 9.85 kg; Roti: 65.07 kg; Kheer: Kheer kg
1973-09-09,Tuesday,Rainy,Pav Bhaji,46.36,22.72,2.45,Palak Paneer,27.19,24.43,4.64,Paneer Butter Masala,14.78,15.66,2.69,Paratha,54.15,48.8,5.26,Roti,81.18,86.72,6.98,Jalebi,142,0.22,1,Low,Low,Methi Thepla,Lunch,321,0.5,104.96,62.13,84.11,8.25,259,6g/3g,Medium,Low,2307,Low,Less intake today,11.61,Palak Paneer: 24.43 kg; Paneer Butter Masala: 15.66 kg; Paratha: 48.8 kg; Jalebi: Jalebi kg
2015-03-13,Wednesday,Sunny,Idli,42.64,30.56,1.28,Methi Thepla,17.58,14.77,2.87,Chana Masala,23.7,23.67,1.52,Paratha,61.07,52.59,0.56,Roti,54.39,89.64,8.53,Jalebi,385,0.49,3,Low,Medium,Vegetable Biryani,Breakfast,467,0.37,96.84,109.34,115.26,0.03,229,14g/5g,Low,Medium,1585,Medium,Large intake today,20.2,Methi Thepla: 14.77 kg; Chana Masala: 23.67 kg; Paratha: 52.59 kg; Jalebi: Jalebi kg
2001-08-09,Saturday,Rainy,Upma,40.79,35.65,2.04,Palak Paneer,19.67,19.18,3.88,Dum Aloo,17.94,15.29,0.87,Paratha,65.23,82.25,9.58,Roti,55.26,66.21,2.2,Kheer,129,0.25,3,High,Low,Aloo Gobi,Dinner,188,0.24,91.78,68.11,69.5,5.32,186,8g/8g,Low,Low,1292,Low,Perfect meal balance,10.2,Palak Paneer: 19.18 kg; Dum Aloo: 15.29 kg; Paratha: 82.25 kg; Kheer: Kheer kg
1994-01-02,Tuesday,Rainy,Upma,19.31,44.62,4.84,Butter Chicken,29.29,17.08,2.97,Chana Masala,23.23,12.68,0.8,Rice,82.86,44.12,5.9,Roti,94.92,58.2,5.71,Gulab Jamun,375,0.4,5,Medium,Low,Kadai Paneer,Breakfast,385,0.41,90.33,62.63,45.87,6.68,401,8g/8g,High,Low,2537,High,Large intake today,11.63,Butter Chicken: 17.08 kg; Chana Masala: 12.68 kg; Rice: 44.12 kg; Gulab Jamun: Gulab Jamun kg
2000-10-14,Monday,Rainy,Poha,15.93,42.01,0.76,Butter Chicken,15.33,9.31,3.29,Gobi Manchurian,25.75,24.06,2.78,Rice,97.09,63.67,3.71,Paratha,98.59,50.4,0.52,Halwa,283,0.33,4,Medium,Medium,Dal Tadka,Dinner,268,0.31,68.9,79.47,122.15,8.0,493,15g/15g,High,Medium,1982,High,Less intake today,14.88,Butter Chicken: 9.31 kg; Gobi Manchurian: 24.06 kg; Rice: 63.67 kg; Halwa: Halwa kg
1994-04-14,Friday,Rainy,Upma,36.22,5.84,3.87,Aloo Paratha,23.76,24.42,0.57,Aloo Gobi,15.1,21.93,3.07,Naan,98.41,65.43,6.85,Roti,56.77,61.37,0.81,Jalebi,425,0.21,3,High,Medium,Baingan Bharta,Breakfast,300,0.35,146.13,53.53,100.75,2.06,363,14g/14g,Medium,High,2489,Low,Perfect meal balance,14.51,Aloo Paratha: 24.42 kg; Aloo Gobi: 21.93 kg; Naan: 65.43 kg; Jalebi: Jalebi kg
1988-02-03,Monday,Rainy,Pav Bhaji,49.0,8.21,3.15,Palak Paneer,27.09,17.18,1.83,Pulao,14.66,15.66,4.94,Roti,51.93,59.21,2.98,Paratha,96.51,84.25,8.19,Gulab Jamun,295,0.27,4,Medium,Low,Mutter Paneer,Breakfast,450,0.21,149.58,133.61,119.68,0.96,274,17g/12g,High,High,2111,Low,Less intake today,21.42,Palak Paneer: 17.18 kg; Pulao: 15.66 kg; Roti: 59.21 kg; Gulab Jamun: Gulab Jamun kg
1970-05-06,Monday,Sunny,Poha,31.26,27.89,2.96,Methi Thepla,12.83,24.44,1.49,Baingan Bharta,23.91,19.78,1.63,Rice,87.04,59.35,4.62,Paratha,67.29,67.15,8.51,Halwa,357,0.29,1,High,Medium,Bhindi Fry,Dinner,151,0.21,104.83,79.81,57.16,1.35,347,8g/10g,High,Low,2341,Low,Perfect meal balance,5.39,Methi Thepla: 24.44 kg; Baingan Bharta: 19.78 kg; Rice: 59.35 kg; Halwa: Halwa kg
