Date,Weekday/Weekend,Holiday Flag,Meal Time,Meal Type,Expected Diners,Actual Diners,Food Prepared (kg),Food Consumed (kg),Portion Size (g),Meal Variability Score,Cost per Meal (INR),Total Meal Cost (INR),Food Waste (kg),Special Event,Satisfaction Score,Waste Feedback,Surplus Food (kg),Food Distributed (kg),Weather,Diner Age Group,Vegetarian Meal Ratio,Leftovers Feedback,Hygiene Rating,Previous Day Leftover Used,Diner Feedback,Feedback Sentiment,Food Shortage Flag,Leftover Repurposed Flag,Suggestions
2024-05-29,Weekday,No,Lunch,Special,242,232,59.25,35.97,234,1,31.11,7217.52,23.28,Staff Meeting,5,Minimal Waste,4.61,0.8,Rainy,Adults,0.28,Good,9,No,Good food,Positive,No,Yes,Consider offering warm food options.
2024-06-11,Weekday,No,Dinner,Special,268,260,49.64,37.53,302,3,18.74,4872.4,12.11,Staff Meeting,1,High Waste,1.0,0.39,Sunny,Adults,0.51,Poor,9,Yes,Good food,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-07-17,Weekday,No,Lunch,Dietary,111,107,55.31,45.41,350,5,43.63,4668.41,9.9,Staff Meeting,2,Minimal Waste,4.88,4.22,Rainy,Elderly,0.72,Average,9,Yes,Needs improvement,Neutral,No,No,Consider changing the menu or improving food quality.
2024-08-18,Weekend,No,Lunch,Regular,139,116,42.99,28.72,200,2,37.51,4351.16,14.27,Holiday,4,Minimal Waste,1.83,0.66,Rainy,Elderly,0.52,Good,7,Yes,Tasty but less,Positive,No,Yes,Consider offering warm food options.
2024-01-11,Weekday,No,Breakfast,Regular,185,168,52.92,46.44,281,1,28.05,4712.4,6.48,Sports Day,2,High Waste,3.55,0.34,Sunny,Elderly,0.58,Poor,7,Yes,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-01-23,Weekday,No,Dinner,Dietary,228,228,44.91,29.96,309,2,14.88,3392.64,14.95,No Event,3,Minimal Waste,3.47,0.56,Windy,Youth,0.48,Average,9,No,Tasty but less,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-09-07,Weekend,No,Dinner,Special,189,170,42.36,41.41,299,3,37.49,6373.3,0.95,Holiday,3,Moderate Waste,2.56,1.49,Rainy,Youth,0.53,Poor,9,Yes,Needs improvement,Neutral,No,No,Consider offering warm food options.
2024-09-20,Weekday,No,Breakfast,Regular,190,170,47.38,44.42,304,4,46.5,7905.0,2.96,Sports Day,4,High Waste,1.91,0.7,Cloudy,Youth,0.42,Average,9,No,Good food,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-09-17,Weekday,Yes,Lunch,Dietary,196,207,38.33,34.55,210,3,36.63,7582.41,3.78,Sports Day,5,High Waste,4.28,2.54,Cloudy,Youth,0.32,Average,7,No,Good food,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-10-01,Weekday,Yes,Dinner,Special,264,237,36.26,25.17,216,5,27.85,6600.45,11.09,Holiday,5,High Waste,1.52,0.4,Cloudy,Elderly,0.41,Poor,9,No,Average experience,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-07-05,Weekday,No,Lunch,Special,259,273,63.69,53.56,230,4,26.7,7289.1,10.13,Staff Meeting,1,Minimal Waste,0.32,0.18,Sunny,Adults,0.73,Average,7,Yes,Average experience,Neutral,Yes,Yes,Consider changing the menu or improving food quality.
2024-04-05,Weekday,Yes,Breakfast,Dietary,132,113,68.07,31.9,240,4,13.12,1482.56,36.17,Sports Day,4,Moderate Waste,0.56,0.5,Sunny,Adults,0.4,Poor,10,Yes,Tasty but less,Positive,No,No,Increase portions slightly for high energy consumption.
2024-02-07,Weekday,Yes,Dinner,Special,207,200,60.11,42.49,292,5,26.37,5274.0,17.62,Holiday,5,High Waste,3.51,1.77,Windy,Youth,0.5,Good,8,No,Good food,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-03-22,Weekday,No,Lunch,Regular,215,200,63.92,35.09,312,3,40.62,8124.0,28.83,Holiday,2,Minimal Waste,3.89,1.31,Sunny,Adults,0.65,Average,9,No,Average experience,Neutral,No,No,Consider changing the menu or improving food quality.
2024-03-26,Weekday,Yes,Lunch,Dietary,105,121,34.7,29.0,341,5,19.47,2355.87,5.7,Staff Meeting,2,High Waste,4.41,0.2,Windy,Elderly,0.75,Average,7,No,Tasty but less,Positive,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-07-21,Weekend,Yes,Lunch,Dietary,202,214,57.92,32.21,217,5,17.02,3642.28,25.71,No Event,5,Minimal Waste,2.54,1.17,Windy,Adults,0.57,Average,10,No,Tasty but less,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-07-14,Weekend,No,Breakfast,Regular,127,127,46.17,45.84,206,3,28.14,3573.78,0.33,Sports Day,4,Minimal Waste,0.56,0.43,Windy,Adults,0.3,Good,7,No,Good food,Positive,No,No,Increase portions slightly for high energy consumption.
2024-07-06,Weekend,Yes,Breakfast,Regular,213,213,45.69,39.95,335,3,12.63,2690.19,5.74,No Event,3,High Waste,3.31,1.54,Sunny,Adults,0.62,Good,7,Yes,Average experience,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-08-24,Weekend,No,Lunch,Special,171,188,32.25,28.55,208,4,21.9,4117.2,3.7,Sports Day,3,High Waste,0.26,0.13,Sunny,Adults,0.64,Average,7,No,Good food,Positive,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-03-03,Weekend,Yes,Dinner,Dietary,109,105,33.57,31.29,308,1,13.58,1425.9,2.28,Holiday,1,Minimal Waste,0.45,0.14,Rainy,Adults,0.47,Average,9,No,Average experience,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-02-23,Weekday,No,Breakfast,Dietary,237,250,40.91,29.38,270,5,44.62,11155.0,11.53,Staff Meeting,1,Minimal Waste,0.99,0.1,Cloudy,Youth,0.49,Poor,7,No,Tasty but less,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-02-01,Weekday,No,Breakfast,Regular,200,199,43.81,36.31,304,2,23.05,4586.95,7.5,Sports Day,2,Minimal Waste,2.38,2.07,Cloudy,Elderly,0.33,Poor,10,Yes,Average experience,Neutral,No,No,Consider changing the menu or improving food quality.
2024-05-23,Weekday,Yes,Lunch,Dietary,248,257,48.7,41.23,338,5,26.95,6926.15,7.47,Sports Day,2,High Waste,3.77,1.56,Cloudy,Adults,0.23,Good,8,No,Needs improvement,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-01-26,Weekday,No,Lunch,Special,235,240,32.34,29.22,218,2,48.43,11623.2,3.12,No Event,3,High Waste,3.28,2.98,Cloudy,Adults,0.38,Poor,7,Yes,Average experience,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-02-04,Weekend,Yes,Breakfast,Regular,151,169,40.59,31.89,299,5,10.69,1806.61,8.7,Sports Day,4,Minimal Waste,0.44,0.43,Windy,Elderly,0.31,Average,8,Yes,Needs improvement,Neutral,Yes,Yes,Increase portions slightly for high energy consumption.
2024-05-06,Weekday,Yes,Dinner,Special,279,250,56.23,50.18,339,3,12.68,3170.0,6.05,No Event,5,Moderate Waste,0.95,0.51,Sunny,Adults,0.39,Poor,9,Yes,Good food,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-08-02,Weekday,Yes,Dinner,Dietary,105,95,57.9,36.19,341,3,15.82,1502.9,21.71,Holiday,5,Minimal Waste,1.09,0.76,Rainy,Youth,0.54,Good,7,No,Average experience,Neutral,No,No,Consider offering warm food options.
2024-08-18,Weekend,Yes,Dinner,Special,149,140,64.02,48.59,255,3,27.52,3852.8,15.43,No Event,4,High Waste,0.26,0.17,Rainy,Adults,0.78,Good,10,No,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-03-20,Weekday,Yes,Lunch,Special,225,225,47.76,36.38,224,4,42.58,9580.5,11.38,Holiday,1,High Waste,3.61,2.66,Rainy,Adults,0.42,Poor,10,Yes,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-10-06,Weekend,No,Lunch,Special,269,282,39.72,28.43,334,1,30.29,8541.78,11.29,Sports Day,3,Moderate Waste,4.02,2.36,Sunny,Adults,0.73,Poor,9,Yes,Tasty but less,Positive,Yes,Yes,Increase portions slightly for high energy consumption.
2024-09-01,Weekend,No,Lunch,Regular,124,112,68.6,61.54,304,2,15.55,1741.6,7.06,Holiday,5,Minimal Waste,4.52,0.68,Sunny,Adults,0.43,Poor,7,No,Good food,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-09-12,Weekday,Yes,Breakfast,Dietary,161,160,60.83,36.0,273,5,33.91,5425.6,24.83,Holiday,2,High Waste,2.16,0.91,Windy,Youth,0.36,Good,9,Yes,Good food,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-08-28,Weekday,Yes,Lunch,Regular,233,227,54.67,32.74,223,5,30.56,6937.12,21.93,Staff Meeting,2,Moderate Waste,0.49,0.3,Cloudy,Youth,0.4,Average,8,Yes,Tasty but less,Positive,No,No,Consider changing the menu or improving food quality.
2024-05-16,Weekday,Yes,Breakfast,Dietary,245,230,36.54,32.74,207,1,30.01,6902.3,3.8,No Event,3,Moderate Waste,4.53,3.18,Windy,Elderly,0.61,Good,8,Yes,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-02-24,Weekend,No,Lunch,Special,215,193,69.15,62.98,284,5,35.7,6890.1,6.17,Holiday,5,High Waste,1.12,0.18,Sunny,Elderly,0.46,Average,8,Yes,Needs improvement,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-09-26,Weekday,Yes,Dinner,Regular,157,153,68.42,36.18,230,2,43.58,6667.74,32.24,Sports Day,5,Minimal Waste,2.96,0.59,Cloudy,Adults,0.74,Average,10,No,Average experience,Neutral,No,No,Increase portions slightly for high energy consumption.
2024-02-18,Weekend,No,Lunch,Dietary,147,163,68.12,32.5,319,4,24.93,4063.59,35.62,Staff Meeting,2,Moderate Waste,0.75,0.21,Sunny,Adults,0.38,Poor,9,Yes,Good food,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-05-12,Weekend,Yes,Breakfast,Dietary,164,157,56.21,42.64,230,2,25.34,3978.38,13.57,Staff Meeting,5,Moderate Waste,3.57,1.15,Sunny,Youth,0.52,Average,9,Yes,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-10-11,Weekday,Yes,Lunch,Dietary,221,211,65.29,49.37,269,2,24.12,5089.32,15.92,Sports Day,4,Moderate Waste,0.81,0.35,Windy,Youth,0.36,Average,9,Yes,Good food,Positive,No,No,Increase portions slightly for high energy consumption.
2024-01-16,Weekday,Yes,Dinner,Dietary,230,212,31.32,27.72,216,1,43.59,9241.08,3.6,No Event,3,Minimal Waste,3.82,3.19,Cloudy,Youth,0.27,Good,10,No,Good food,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-07-25,Weekday,Yes,Dinner,Regular,175,187,50.0,34.12,257,4,40.53,7579.11,15.88,Sports Day,2,Moderate Waste,4.13,1.15,Sunny,Elderly,0.29,Good,10,Yes,Good food,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-01-17,Weekday,Yes,Lunch,Special,259,271,36.33,30.37,228,1,45.1,12222.1,5.96,Holiday,5,Moderate Waste,1.66,0.94,Cloudy,Adults,0.71,Poor,9,Yes,Tasty but less,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-09-14,Weekend,No,Lunch,Dietary,206,201,39.67,37.95,269,3,46.95,9436.95,1.72,Staff Meeting,4,Moderate Waste,2.31,1.93,Sunny,Elderly,0.78,Poor,7,No,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-06-21,Weekday,Yes,Dinner,Dietary,143,136,56.46,38.87,285,3,27.29,3711.44,17.59,Holiday,1,Minimal Waste,2.63,1.62,Sunny,Adults,0.56,Average,9,Yes,Needs improvement,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-04-18,Weekday,Yes,Lunch,Dietary,164,145,43.18,26.87,299,4,17.66,2560.7,16.31,No Event,5,High Waste,0.69,0.3,Windy,Youth,0.54,Poor,7,Yes,Average experience,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-05-17,Weekday,Yes,Lunch,Regular,121,116,41.29,25.96,294,5,17.81,2065.96,15.33,No Event,4,Moderate Waste,1.68,0.5,Sunny,Elderly,0.21,Good,8,Yes,Good food,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-03-16,Weekend,No,Breakfast,Regular,106,80,57.19,43.63,252,5,29.36,2348.8,13.56,Staff Meeting,4,Minimal Waste,0.33,0.32,Windy,Youth,0.51,Poor,10,Yes,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-04-27,Weekend,Yes,Breakfast,Regular,133,150,61.5,41.3,252,1,17.13,2569.5,20.2,Staff Meeting,3,High Waste,1.1,0.15,Sunny,Adults,0.4,Average,8,No,Needs improvement,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-01-12,Weekday,Yes,Dinner,Special,219,232,51.77,47.86,331,4,12.44,2886.08,3.91,No Event,1,Moderate Waste,4.42,2.37,Sunny,Elderly,0.78,Average,9,Yes,Tasty but less,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-06-19,Weekday,Yes,Lunch,Regular,169,147,33.77,25.26,327,3,12.53,1841.91,8.51,No Event,2,High Waste,2.57,1.25,Rainy,Youth,0.25,Good,7,No,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-08-07,Weekday,No,Breakfast,Regular,125,119,61.12,57.05,208,1,39.59,4711.21,4.07,No Event,4,Minimal Waste,2.46,1.42,Rainy,Elderly,0.41,Average,8,No,Needs improvement,Neutral,No,No,Consider offering warm food options.
2024-05-13,Weekday,No,Lunch,Regular,247,224,48.21,26.95,243,2,14.74,3301.76,21.26,Holiday,4,Moderate Waste,2.85,2.51,Cloudy,Elderly,0.33,Poor,7,Yes,Needs improvement,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-08-27,Weekday,No,Breakfast,Regular,200,170,32.16,30.31,280,4,32.83,5581.1,1.85,Sports Day,4,High Waste,1.27,0.61,Sunny,Youth,0.51,Average,10,No,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-02-23,Weekday,Yes,Lunch,Regular,174,192,35.78,32.85,284,5,22.67,4352.64,2.93,Staff Meeting,3,High Waste,2.17,2.17,Rainy,Adults,0.71,Good,7,No,Needs improvement,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-08-04,Weekend,Yes,Breakfast,Regular,244,264,31.94,30.91,203,1,11.19,2954.16,1.03,No Event,1,Minimal Waste,3.6,3.12,Sunny,Adults,0.71,Average,7,Yes,Tasty but less,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-06-21,Weekday,No,Dinner,Special,271,262,43.07,27.03,213,1,35.53,9308.86,16.04,Holiday,3,Minimal Waste,1.98,0.25,Sunny,Adults,0.72,Average,7,Yes,Average experience,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-06-27,Weekday,Yes,Dinner,Regular,240,249,38.58,31.87,241,5,18.12,4511.88,6.71,Holiday,3,Moderate Waste,3.0,2.14,Windy,Adults,0.26,Average,8,Yes,Good food,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-05-10,Weekday,No,Lunch,Special,136,131,56.35,27.44,235,2,20.13,2637.03,28.91,Holiday,2,High Waste,2.92,0.98,Rainy,Adults,0.55,Good,7,No,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-09-20,Weekday,Yes,Breakfast,Dietary,150,169,40.45,39.07,258,5,44.15,7461.35,1.38,Sports Day,3,Minimal Waste,0.16,0.14,Cloudy,Adults,0.73,Good,9,Yes,Average experience,Neutral,Yes,Yes,Increase portions slightly for high energy consumption.
2024-01-18,Weekday,No,Lunch,Regular,205,182,62.67,39.88,345,3,28.35,5159.7,22.79,Sports Day,5,Moderate Waste,2.49,2.45,Windy,Youth,0.61,Good,8,No,Needs improvement,Neutral,No,No,Increase portions slightly for high energy consumption.
2024-02-12,Weekday,No,Lunch,Special,217,203,30.16,25.54,288,5,37.75,7663.25,4.62,Staff Meeting,2,High Waste,1.22,0.28,Sunny,Elderly,0.51,Poor,8,Yes,Average experience,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-10-05,Weekend,No,Lunch,Dietary,117,132,47.91,44.36,328,4,16.05,2118.6,3.55,Staff Meeting,3,Moderate Waste,3.04,0.87,Sunny,Elderly,0.5,Average,7,No,Average experience,Neutral,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-03-01,Weekday,Yes,Lunch,Dietary,142,129,30.86,26.0,261,5,43.08,5557.32,4.86,Sports Day,3,Minimal Waste,2.64,1.54,Windy,Elderly,0.43,Average,7,Yes,Needs improvement,Neutral,No,Yes,Increase portions slightly for high energy consumption.
2024-08-05,Weekday,No,Dinner,Special,206,180,59.67,43.92,258,1,12.64,2275.2,15.75,Sports Day,1,Moderate Waste,3.21,1.12,Rainy,Elderly,0.52,Good,9,No,Average experience,Neutral,No,No,Consider changing the menu or improving food quality.
2024-07-30,Weekday,Yes,Breakfast,Dietary,223,209,34.99,34.69,345,3,13.68,2859.12,0.3,Staff Meeting,1,Minimal Waste,3.45,1.44,Cloudy,Elderly,0.23,Good,7,Yes,Needs improvement,Neutral,No,No,Consider changing the menu or improving food quality.
2024-08-22,Weekday,No,Dinner,Special,230,234,49.85,45.96,237,5,19.26,4506.84,3.89,Sports Day,2,Moderate Waste,2.45,0.73,Rainy,Youth,0.28,Good,9,No,Needs improvement,Neutral,Yes,Yes,Consider changing the menu or improving food quality.
2024-09-20,Weekday,No,Dinner,Regular,214,226,31.45,26.25,344,2,44.01,9946.26,5.2,Holiday,5,Minimal Waste,3.48,0.58,Sunny,Elderly,0.55,Poor,8,Yes,Good food,Positive,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-04-04,Weekday,Yes,Lunch,Dietary,127,103,52.22,41.63,224,4,37.46,3858.38,10.59,Sports Day,1,High Waste,4.14,1.61,Windy,Adults,0.35,Good,7,Yes,Average experience,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-04-10,Weekday,Yes,Breakfast,Special,207,216,33.58,26.34,325,1,30.52,6592.32,7.24,Sports Day,3,Moderate Waste,3.5,1.91,Rainy,Elderly,0.38,Good,9,No,Tasty but less,Positive,Yes,Yes,Increase portions slightly for high energy consumption.
2024-10-08,Weekday,Yes,Dinner,Dietary,163,166,34.68,25.93,207,3,39.09,6488.94,8.75,No Event,3,Minimal Waste,4.48,2.83,Windy,Youth,0.7,Good,9,Yes,Tasty but less,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-05-21,Weekday,Yes,Dinner,Special,230,248,59.93,40.17,251,4,48.46,12018.08,19.76,Sports Day,4,Moderate Waste,3.94,2.6,Windy,Youth,0.46,Average,8,No,Good food,Positive,Yes,No,Increase portions slightly for high energy consumption.
2024-05-07,Weekday,No,Breakfast,Regular,131,111,64.39,54.39,216,2,32.68,3627.48,10.0,Holiday,5,Minimal Waste,0.7,0.42,Windy,Elderly,0.31,Average,9,No,Tasty but less,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-09-28,Weekend,No,Breakfast,Special,266,271,69.81,66.91,257,5,24.72,6699.12,2.9,Holiday,3,Moderate Waste,1.4,0.17,Windy,Adults,0.58,Average,10,No,Needs improvement,Neutral,Yes,No,Portion sizes seem optimal; continue as is.
2024-02-21,Weekday,Yes,Breakfast,Dietary,150,148,56.5,35.92,337,5,30.74,4549.52,20.58,Staff Meeting,1,Moderate Waste,3.61,2.78,Cloudy,Elderly,0.34,Good,10,No,Good food,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-11-06,Weekday,No,Lunch,Special,165,172,43.31,39.2,328,2,41.16,7079.52,4.11,No Event,3,High Waste,2.78,0.57,Sunny,Adults,0.29,Poor,10,No,Needs improvement,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-05-02,Weekday,No,Lunch,Dietary,101,79,40.57,33.64,245,1,22.42,1771.18,6.93,Staff Meeting,3,Moderate Waste,2.71,2.43,Cloudy,Elderly,0.67,Poor,10,Yes,Needs improvement,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-07-10,Weekday,No,Breakfast,Regular,101,110,55.93,46.11,285,1,47.07,5177.7,9.82,Holiday,4,Minimal Waste,2.56,0.58,Windy,Adults,0.38,Average,9,Yes,Tasty but less,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-05-25,Weekend,Yes,Breakfast,Special,212,195,32.57,27.47,312,2,29.96,5842.2,5.1,Sports Day,5,High Waste,1.76,1.15,Sunny,Adults,0.75,Poor,8,Yes,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-06-02,Weekend,Yes,Dinner,Special,149,160,42.05,29.18,313,3,24.68,3948.8,12.87,Staff Meeting,1,High Waste,0.16,0.13,Sunny,Youth,0.53,Poor,9,No,Good food,Positive,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-02-11,Weekend,Yes,Lunch,Regular,125,124,41.91,27.11,268,5,34.02,4218.48,14.8,Sports Day,2,High Waste,2.68,1.42,Sunny,Elderly,0.41,Good,7,No,Needs improvement,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-08-22,Weekday,Yes,Dinner,Special,175,180,56.83,39.67,315,2,48.32,8697.6,17.16,Holiday,2,Moderate Waste,1.74,1.26,Windy,Youth,0.32,Poor,10,No,Needs improvement,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-08-21,Weekday,Yes,Dinner,Regular,123,125,56.78,39.42,261,4,10.05,1256.25,17.36,Sports Day,3,Moderate Waste,1.14,0.98,Windy,Elderly,0.25,Average,7,No,Tasty but less,Positive,Yes,Yes,Increase portions slightly for high energy consumption.
2024-05-10,Weekday,Yes,Breakfast,Special,162,172,40.34,38.69,317,2,13.93,2395.96,1.65,Sports Day,5,Moderate Waste,3.55,1.99,Sunny,Youth,0.4,Average,8,Yes,Average experience,Neutral,Yes,No,Increase portions slightly for high energy consumption.
2024-08-06,Weekday,Yes,Lunch,Regular,231,205,69.07,59.33,254,3,35.85,7349.25,9.74,No Event,2,High Waste,0.58,0.25,Sunny,Youth,0.8,Good,7,No,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-06-19,Weekday,Yes,Breakfast,Special,180,151,43.14,30.29,316,2,39.94,6030.94,12.85,Staff Meeting,4,Moderate Waste,2.09,0.28,Sunny,Youth,0.74,Poor,8,No,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-06-02,Weekend,Yes,Lunch,Regular,175,192,39.54,38.83,332,4,48.98,9404.16,0.71,No Event,1,Moderate Waste,2.42,0.36,Rainy,Adults,0.79,Poor,9,No,Needs improvement,Neutral,Yes,Yes,Consider changing the menu or improving food quality.
2024-03-26,Weekday,Yes,Lunch,Regular,154,126,41.99,27.72,203,5,46.25,5827.5,14.27,Staff Meeting,5,High Waste,3.09,0.95,Windy,Adults,0.62,Good,8,No,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-01-30,Weekday,No,Dinner,Regular,169,143,57.05,54.66,330,4,33.45,4783.35,2.39,No Event,2,Minimal Waste,4.15,0.7,Cloudy,Elderly,0.57,Good,7,Yes,Good food,Positive,No,No,Consider changing the menu or improving food quality.
2024-04-06,Weekend,Yes,Dinner,Special,204,175,67.87,58.94,210,4,25.43,4450.25,8.93,Staff Meeting,3,Moderate Waste,2.06,1.68,Sunny,Adults,0.45,Average,8,No,Good food,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-07-18,Weekday,Yes,Dinner,Regular,151,134,57.2,29.26,324,5,19.37,2595.58,27.94,Sports Day,5,High Waste,0.14,0.13,Windy,Elderly,0.74,Poor,7,Yes,Average experience,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-07-26,Weekday,Yes,Breakfast,Special,264,258,56.19,47.0,279,3,18.65,4811.7,9.19,No Event,2,Moderate Waste,1.7,0.83,Rainy,Youth,0.76,Average,8,No,Needs improvement,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-01-28,Weekend,No,Breakfast,Dietary,135,131,64.55,50.95,336,5,10.24,1341.44,13.6,Staff Meeting,4,High Waste,3.26,2.73,Sunny,Elderly,0.71,Poor,10,No,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-03-29,Weekday,Yes,Lunch,Regular,173,187,62.17,43.71,332,5,35.93,6718.91,18.46,Sports Day,4,Moderate Waste,4.65,2.31,Sunny,Adults,0.22,Good,9,No,Tasty but less,Positive,Yes,Yes,Increase portions slightly for high energy consumption.
2024-08-28,Weekday,Yes,Lunch,Regular,130,141,43.99,28.95,279,2,49.41,6966.81,15.04,Staff Meeting,3,High Waste,0.88,0.73,Windy,Adults,0.48,Average,8,Yes,Average experience,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-08-19,Weekday,Yes,Breakfast,Special,244,224,58.45,53.36,289,1,42.26,9466.24,5.09,Staff Meeting,4,High Waste,4.29,0.73,Cloudy,Adults,0.65,Good,8,No,Average experience,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-07-23,Weekday,No,Breakfast,Regular,227,200,54.86,43.62,302,5,40.54,8108.0,11.24,No Event,3,Minimal Waste,1.21,0.34,Sunny,Elderly,0.42,Average,9,Yes,Average experience,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-03-29,Weekday,Yes,Breakfast,Dietary,247,226,59.63,28.35,342,4,28.52,6445.52,31.28,Staff Meeting,4,Moderate Waste,1.36,0.25,Cloudy,Youth,0.65,Good,10,No,Good food,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-03-07,Weekday,No,Breakfast,Regular,156,131,64.16,34.57,210,2,49.03,6422.93,29.59,Sports Day,5,Moderate Waste,0.2,0.1,Windy,Adults,0.67,Average,8,No,Average experience,Neutral,No,No,Increase portions slightly for high energy consumption.
2024-01-09,Weekday,No,Lunch,Regular,111,86,53.57,41.98,225,2,14.49,1246.14,11.59,Sports Day,2,High Waste,2.06,1.43,Sunny,Adults,0.66,Poor,7,Yes,Average experience,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-01-25,Weekday,No,Lunch,Regular,194,170,52.39,25.73,290,5,43.53,7400.1,26.66,Holiday,5,Moderate Waste,3.78,0.16,Cloudy,Elderly,0.24,Good,9,Yes,Good food,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-06-08,Weekend,No,Dinner,Special,246,250,56.93,35.79,225,3,43.72,10930.0,21.14,Staff Meeting,4,Moderate Waste,1.06,0.89,Sunny,Adults,0.34,Average,10,No,Needs improvement,Neutral,Yes,No,Portion sizes seem optimal; continue as is.
2024-09-01,Weekend,No,Breakfast,Dietary,183,194,48.25,30.89,269,5,28.43,5515.42,17.36,Sports Day,1,Minimal Waste,2.38,0.84,Sunny,Elderly,0.24,Average,9,No,Needs improvement,Neutral,Yes,Yes,Consider changing the menu or improving food quality.
2024-03-20,Weekday,No,Lunch,Special,265,254,51.02,40.78,347,4,15.11,3837.94,10.24,No Event,5,Minimal Waste,4.94,1.06,Windy,Youth,0.54,Good,10,Yes,Average experience,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-02-24,Weekend,No,Breakfast,Dietary,123,101,53.45,43.09,345,4,42.02,4244.02,10.36,No Event,3,Minimal Waste,3.97,1.25,Windy,Elderly,0.58,Poor,10,Yes,Tasty but less,Positive,No,Yes,Portion sizes seem optimal; continue as is.
